"id_poliza","segmento","prob_segmento","mult_freq","n_siniestros_DM","siniestro_DM","n_siniestros_Robo","siniestro_Robo","n_siniestros_RC","siniestro_RC","siniestro_total","prima_DM_comercial","prima_Robo_comercial","prima_RC_comercial","prima_total","LR"
1444,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1445,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1446,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1447,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1448,"Estándar",0.5,1,0,0,1,3767.40043311059,0,0,3767.40043311059,1365,780,1872,4017,0.937864185489317
1449,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1450,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1451,"Estándar",0.5,1,1,16825.7219592247,0,0,0,0,16825.7219592247,1365,780,1872,4017,4.1886288173325
1452,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1453,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1454,"Estándar",0.5,1,1,15620.5391491749,0,0,0,0,15620.5391491749,1365,780,1872,4017,3.88860820243337
1455,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1456,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1457,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1458,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1459,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1460,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1461,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1462,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1463,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1464,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1465,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1466,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1467,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1468,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1469,"Estándar",0.5,1,1,12022.7594504085,1,7346.82685331912,0,0,19369.5863037276,1365,780,1872,4017,4.8219034861159
1470,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1471,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1472,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1473,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1474,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1475,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1476,"Alto riesgo",0.2,1.5,1,26904.4645440487,0,0,0,0,26904.4645440487,2047.5,1170,2808,6025.5,4.46510074583831
1477,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1478,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1479,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1480,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1481,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1482,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1483,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1484,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1485,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1486,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1487,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1488,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1489,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1490,"Estándar",0.5,1,0,0,1,5800.52467577684,0,0,5800.52467577684,1365,780,1872,4017,1.44399419362132
1491,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1492,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1493,"Estándar",0.5,1,1,36771.6198383331,0,0,0,0,36771.6198383331,1365,780,1872,4017,9.15400045763832
1494,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1495,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1496,"Alto riesgo",0.2,1.5,0,0,0,0,1,28292.6219388885,28292.6219388885,2047.5,1170,2808,6025.5,4.69548119473712
1497,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1498,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1499,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1500,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1501,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1502,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1503,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1504,"Estándar",0.5,1,1,23821.0266037554,0,0,0,0,23821.0266037554,1365,780,1872,4017,5.93005392177132
1505,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1506,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1507,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1508,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1509,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1510,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1511,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1512,"Alto riesgo",0.2,1.5,1,16413.0992813788,0,0,1,24003.7890641237,40416.8883455025,2047.5,1170,2808,6025.5,6.70764058509709
1513,"Estándar",0.5,1,1,9882.67875106222,0,0,0,0,9882.67875106222,1365,780,1872,4017,2.46021377920394
1514,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1515,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1516,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1517,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1518,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1519,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1520,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1521,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1522,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1523,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1524,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1525,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1526,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1527,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1528,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1529,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1530,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1531,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1532,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1533,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1534,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1535,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1536,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1537,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1538,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1539,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1540,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1541,"Bajo riesgo",0.3,0.7,0,0,0,0,1,16104.5085682602,16104.5085682602,955.5,546,1310.4,2811.9,5.7272693083894
1542,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1543,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1544,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1545,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1546,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1547,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1548,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1549,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1550,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1551,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1552,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1553,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1554,"Estándar",0.5,1,0,0,0,0,1,10917.2853438875,10917.2853438875,1365,780,1872,4017,2.71777081002925
1555,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1556,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1557,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1558,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1559,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1560,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1561,"Estándar",0.5,1,0,0,0,0,1,20271.1229652073,20271.1229652073,1365,780,1872,4017,5.04633382255597
1562,"Estándar",0.5,1,0,0,0,0,1,21621.7190022184,21621.7190022184,1365,780,1872,4017,5.38255389649451
1563,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1564,"Estándar",0.5,1,0,0,1,14121.6381691055,0,0,14121.6381691055,1365,780,1872,4017,3.5154687998769
1565,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1566,"Alto riesgo",0.2,1.5,0,0,1,6135.1566101175,0,0,6135.1566101175,2047.5,1170,2808,6025.5,1.01819875696913
1567,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1568,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1569,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1570,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1571,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1572,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1573,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1574,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1575,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1576,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1577,"Estándar",0.5,1,0,0,1,4081.75228477613,0,0,4081.75228477613,1365,780,1872,4017,1.01611956305107
1578,"Bajo riesgo",0.3,0.7,0,0,1,14343.0941172622,0,0,14343.0941172622,955.5,546,1310.4,2811.9,5.10085497964444
1579,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1580,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1581,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1582,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1583,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1584,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1585,"Estándar",0.5,1,0,0,1,7541.59858581895,0,0,7541.59858581895,1365,780,1872,4017,1.87742060886705
1586,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1587,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1588,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1589,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1590,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1591,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1592,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1593,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1594,"Bajo riesgo",0.3,0.7,0,0,0,0,1,18139.9232975166,18139.9232975166,955.5,546,1310.4,2811.9,6.45112674615618
1595,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1596,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1597,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1598,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1599,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1600,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1601,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1602,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1603,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1604,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1605,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1606,"Bajo riesgo",0.3,0.7,1,35485.3319691827,0,0,0,0,35485.3319691827,955.5,546,1310.4,2811.9,12.619699124856
1607,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1608,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1609,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1610,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1611,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1612,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1613,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1614,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1615,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1616,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1617,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1618,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1619,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1620,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1621,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1622,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1623,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1624,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1625,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1626,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1627,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1628,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1629,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1630,"Bajo riesgo",0.3,0.7,0,0,1,4957.89398709657,0,0,4957.89398709657,955.5,546,1310.4,2811.9,1.76318289665229
1631,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1632,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1633,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1634,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1635,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1636,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1637,"Bajo riesgo",0.3,0.7,1,36675.8093482061,0,0,0,0,36675.8093482061,955.5,546,1310.4,2811.9,13.0430702899129
1638,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1639,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1640,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1641,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1642,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1643,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1644,"Estándar",0.5,1,0,0,1,7001.66168034878,1,8974.37911894518,15976.040799294,1365,780,1872,4017,3.97710749297833
1645,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1646,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1647,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1648,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1649,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1650,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1651,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1652,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1653,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1654,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1655,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1656,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1657,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1658,"Alto riesgo",0.2,1.5,1,18160.3959485349,0,0,0,0,18160.3959485349,2047.5,1170,2808,6025.5,3.01392348328518
1659,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1660,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1661,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1662,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1663,"Bajo riesgo",0.3,0.7,1,7848.42503172937,0,0,0,0,7848.42503172937,955.5,546,1310.4,2811.9,2.79114656699363
1664,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1665,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1666,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1667,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1668,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1669,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1670,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1671,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1672,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1673,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1674,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1675,"Alto riesgo",0.2,1.5,0,0,0,0,1,63124.7118264447,63124.7118264447,2047.5,1170,2808,6025.5,10.4762611943315
1676,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1677,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1678,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1679,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1680,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1681,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1682,"Alto riesgo",0.2,1.5,0,0,0,0,1,17935.3440825791,17935.3440825791,2047.5,1170,2808,6025.5,2.9765735760649
1683,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1684,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1685,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1686,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1687,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1688,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1689,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1690,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1691,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1692,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1693,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1694,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1695,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1696,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1697,"Alto riesgo",0.2,1.5,0,0,0,0,1,51833.8113335443,51833.8113335443,2047.5,1170,2808,6025.5,8.60240832022975
1698,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1699,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1700,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1701,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1702,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1703,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1704,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1705,"Estándar",0.5,1,1,14207.7625671287,0,0,0,0,14207.7625671287,1365,780,1872,4017,3.53690877946943
1706,"Estándar",0.5,1,0,0,0,0,1,20689.5411623739,20689.5411623739,1365,780,1872,4017,5.15049568393675
1707,"Bajo riesgo",0.3,0.7,0,0,1,12668.9502474809,0,0,12668.9502474809,955.5,546,1310.4,2811.9,4.50547681193529
1708,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1709,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1710,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1711,"Estándar",0.5,1,1,46801.6987092135,0,0,0,0,46801.6987092135,1365,780,1872,4017,11.6509083169563
1712,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1713,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1714,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1715,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1716,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1717,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1718,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1719,"Estándar",0.5,1,0,0,1,33228.2499040228,0,0,33228.2499040228,1365,780,1872,4017,8.27190687180055
1720,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
1721,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
1722,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
1723,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
